Country,Type,Gas,year,Emissions (kt CO eq),Difference in Emissions,% Difference in Emissions,Absolute change since 1990,Percentage change since 1990,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1994,64,6753,11.80%,-998860,-94.00%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1995,75,11201,17.50%,-987659,-92.90%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1996,72,-2803,-3.70%,-990462,-93.20%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1997,106,33609,46.40%,-956853,-90.00%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1998,50,-55812,-52.60%,-1012665,-95.30%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1999,72,21321,42.40%,-991344,-93.30%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2000,80,8015,11.20%,-983329,-92.50%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2001,106,26528,33.30%,-956800,-90.00%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2002,93,-13067,-12.30%,-969868,-91.20%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2003,116,22522,24.20%,-947346,-89.10%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2004,145,29471,25.50%,-917875,-86.40%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2005,150,4999,3.40%,-912876,-85.90%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2006,156,6270,4.20%,-906606,-85.30%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2007,209,52375,33.50%,-854231,-80.40%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2008,188,-20216,-9.70%,-874447,-82.30%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2009,33,-155858,-82.70%,-1030305,-96.90%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2010,71,37885,116.10%,-992420,-93.40%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2011,66,-4083,-5.80%,-996503,-93.80%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2012,46,-20478,-30.80%,-1016982,-95.70%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2013,45,-1329,-2.90%,-1018311,-95.80%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2014,48,3399,7.60%,-1014912,-95.50%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2015,45,-3130,-6.50%,-1018042,-95.80%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2016,46,758,1.70%,-1017283,-95.70%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2017,40,-5899,-12.90%,-1023183,-96.30%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2018,29,-10354,-26.00%,-1033537,-97.20%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2019,35,5305,18.00%,-1028232,-96.70%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2020,27,-7682,-22.10%,-1035914,-97.50%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2021,23,-3617,-13.40%,-1039531,-97.80%,,
Austria,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2022,26,2613,11.20%,-1036919,-97.60%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1990,485,459041,1764.50%,0,0.00%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1991,633,147939,30.50%,147939,30.50%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1992,676,43425,6.90%,191364,39.50%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1993,767,90425,13.40%,281788,58.10%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1994,955,187763,24.50%,469552,96.80%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1995,1134,179274,18.80%,648826,133.80%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1996,1213,79150,7.00%,727976,150.10%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1997,1120,-93281,-7.70%,634694,130.80%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1998,897,-223162,-19.90%,411532,84.80%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1999,697,-199455,-22.20%,212077,43.70%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2000,592,-104967,-15.10%,107110,22.10%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2001,649,56480,9.50%,163590,33.70%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2002,632,-16517,-2.50%,147073,30.30%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2003,566,-65819,-10.40%,81255,16.80%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2004,499,-67445,-11.90%,13810,2.80%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2005,509,9914,2.00%,23723,4.90%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2006,467,-41396,-8.10%,-17672,-3.60%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2007,378,-89110,-19.10%,-106782,-22.00%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2008,385,6625,1.80%,-100157,-20.60%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2009,352,-32731,-8.50%,-132888,-27.40%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2010,346,-5986,-1.70%,-138874,-28.60%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2011,317,-29398,-8.50%,-168272,-34.70%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2012,321,4680,1.50%,-163592,-33.70%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2013,315,-6739,-2.10%,-170332,-35.10%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2014,324,8919,2.80%,-161413,-33.30%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2015,319,-4562,-1.40%,-165975,-34.20%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2016,405,85868,26.90%,-80108,-16.50%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2017,412,7342,1.80%,-72766,-15.00%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2018,398,-14055,-3.40%,-86821,-17.90%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2019,450,51674,13.00%,-35147,-7.20%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2020,455,4722,1.00%,-30425,-6.30%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2021,371,-83967,-18.50%,-114393,-23.60%,,
Austria,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2022,365,-5476,-1.50%,-119868,-24.70%,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1990,,-365188,-100.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1991,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1992,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1993,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1994,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1995,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1996,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1997,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1998,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1999,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2000,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2001,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2002,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2003,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2004,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2005,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2006,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2007,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2008,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2009,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2010,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2011,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2012,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2013,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2014,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2015,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2016,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2017,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2018,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2019,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2020,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2021,,0,0.00%,,,,
Austria,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2022,,0,0.00%,,,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,159465,159465475,0.00%,0,0.00%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,162180,2714390,1.70%,2714390,1.70%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,161716,-464097,-0.30%,2250292,1.40%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,161061,-654734,-0.40%,1595558,1.00%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,166281,5220147,3.20%,6815705,4.30%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,167286,1005318,0.60%,7821023,4.90%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,174131,6844029,4.10%,14665052,9.20%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,168273,-5857336,-3.40%,8807717,5.50%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,174228,5955157,3.50%,14762874,9.30%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,165339,-8888995,-5.10%,5873879,3.70%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,168232,2892349,1.70%,8766228,5.50%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,166506,-1725300,-1.00%,7040928,4.40%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,171904,5397802,3.20%,12438731,7.80%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,172981,1077035,0.60%,13515765,8.50%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,175282,2300712,1.30%,15816478,9.90%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,172659,-2623451,-1.50%,13193026,8.30%,,
Belgium,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,172496,-162211,-0.10%,13030815,8.20%,,
