Country,Type,Gas,year,Emissions per capita,Difference in Emissions per capita,% Difference in Emissions per capita,Absolute change since 1990 (per capita),Percentage change since 1990 (per capita)
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,9.01,-0.08,-0.91%,2.07,29.77%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,9.36,0.35,3.88%,2.42,34.81%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,9.39,0.03,0.36%,2.45,35.28%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,9.6,0.21,2.23%,2.66,38.31%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,9.84,0.24,2.45%,2.9,41.70%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,9.53,-0.31,-3.17%,2.58,37.20%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,9.68,0.16,1.63%,2.74,39.44%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,8.82,-0.86,-8.89%,1.88,27.04%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,7.92,-0.9,-10.23%,0.98,14.04%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,7.49,-0.42,-5.37%,0.55,7.93%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,7.51,0.02,0.26%,0.57,8.21%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,7.39,-0.13,-1.70%,0.44,6.36%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,6.76,-0.62,-8.45%,-0.18,-2.62%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,6.83,0.07,1.07%,-0.11,-1.58%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,7.01,0.18,2.60%,0.07,0.97%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,6.78,-0.23,-3.24%,-0.16,-2.30%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,7,0.22,3.22%,0.06,0.85%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,6.87,-0.13,-1.84%,-0.07,-1.00%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,6.46,-0.41,-5.95%,-0.48,-6.89%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,5.3,-1.16,-17.98%,-1.64,-23.63%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,5.76,0.46,8.59%,-1.18,-17.07%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,6.07,0.31,5.38%,-0.88,-12.61%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,2.76,-3.31,-54.57%,0,0.00%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,2.78,0.03,0.94%,0.03,0.94%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,2.86,0.07,2.65%,0.1,3.61%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,3.34,0.49,17.04%,0.59,21.26%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,3.5,0.16,4.75%,0.74,27.02%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,3.42,-0.09,-2.45%,0.66,23.91%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,3.64,0.23,6.60%,0.88,32.09%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,3.03,-0.61,-16.71%,0.28,10.03%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,3.11,0.07,2.47%,0.35,12.74%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,2.73,-0.37,-12.00%,-0.02,-0.79%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,2.44,-0.3,-10.88%,-0.32,-11.58%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,2.4,-0.04,-1.54%,-0.36,-12.94%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,2.4,0,0.10%,-0.35,-12.85%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,2.82,0.42,17.39%,0.06,2.30%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,3.18,0.36,12.80%,0.42,15.39%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,2.69,-0.49,-15.39%,-0.07,-2.36%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,2.21,-0.49,-18.03%,-0.55,-19.97%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,2.11,-0.1,-4.54%,-0.65,-23.60%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,1.86,-0.25,-11.72%,-0.9,-32.56%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,1.51,-0.35,-18.86%,-1.25,-45.28%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,1.75,0.24,16.00%,-1.01,-36.52%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,1.27,-0.48,-27.30%,-1.48,-53.86%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,0.96,-0.31,-24.76%,-1.8,-65.28%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,0.64,-0.31,-32.83%,-2.11,-76.68%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,0.67,0.03,4.42%,-2.09,-75.65%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,0.92,0.25,37.28%,-1.83,-66.57%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,1.1,0.18,19.57%,-1.65,-60.02%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,1.77,0.67,60.59%,-0.99,-35.80%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,2.11,0.34,19.44%,-0.64,-23.33%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,1.88,-0.23,-10.89%,-0.87,-31.67%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,1.18,-0.7,-37.41%,-1.58,-57.24%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,1.21,0.03,2.74%,-1.55,-56.06%
Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,1.23,0.02,1.59%,-1.53,-55.37%
